"リソース","ラベル原文","タイプ","解説原文","日本語ラベル(人訳)","解説文(人訳)","文献1","文献2","文献3","通番","Score_1","Reason_1","Score_2","Reason_2","Score_3","Reason_3","Score_4","Reason_4","Score_5","Reason_5","Score_6","Reason_6","Score_7","Reason_7","Score_8","Reason_8"
"http://vocab.getty.edu/aat/300021259","De Stijl","<modern Dutch styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the Dutch artistic movement and periodical of the same name, founded by Theo Van Doesenburg in 1917 and lasting until the early 1930s.  The movement advocated the use of pure abstract form to express the universal in art.  De Stijl theories formed the basis for the art style known as Neo-Plasticism.","デ・ステイル","1917年にテオ・ファン・ドゥースブルフが創設し、1930年代初頭まで続いたオランダの芸術運動と、同名の定期刊行物を指す。 この運動は芸術における普遍性を表現するために、純粋な幾何学的形体を使用することを提唱した。 デ・ステイルの理論は、新造形主義と呼ばれる芸術様式の基礎となった。","小学館　ランダムハウス英和大辞典","日本大百科全書(ニッポニカ)","世界大百科事典",6025,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021262","Neo-Plastic","<modern Dutch styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the Dutch artistic style that grew out of the theories of the De Stijl movement and was named by Piet Mondrian in 1919. The style is characterized by a strict adherence to straight lines, right angles, and primary colors along with grey, black, and white.","新造形主義的な, 新造形主義の","デ・ステイル運動の理論から発展したオランダの芸術様式を指し、1919年にピエト・モンドリアンによって命名された。直線、直角、原色、灰色、黒、白を順守することが特徴の様式。","artscape","デジタル大辞泉","日本大百科全書(ニッポニカ)",6027,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021492","Japonaiserie","<modern European decorative arts styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to late-19th-century Japanese-style European and American decorative arts and architecture characterized by asymmetrical compositions and Japanese motifs including bamboo, blossoms, fans, and chrysanthemums.19th century European style derived from but seldom directly imitative of Japanese works of art.","ジャポネズリー","19世紀後半の日本風のヨーロッパとアメリカの装飾美術や建築を指す。非対称の構図や、竹、花、扇、菊などの日本のモチーフが特徴である。19世紀のヨーロッパの様式で、日本の芸術作品を由来とするが、それらを直接的に模倣することはほとんどない。","現代用語の基礎知識","デジタル大辞泉","谷田博幸『唯美主義とジャパニズム』名古屋大学出版会、2004年。",6040,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021514","Symbolist","<modern European fine arts styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the international intellectual movement that was first applied to literature in the late 19th century, spreading to painting and theater, and influencing European and American literature from the 20th century to the present.  Affecting later movements such as Surrealism, it is characterized by a complex synthesis of psychology, mystical and occult practices, and linguistics used to challenge traditional relationships between representation and meaning.","象徴主義者, 象徴派","19世紀後半にまず文学に適用され、絵画や演劇にも波及し、20世紀から現在に至るまで欧米文学に影響を与えた国際的な知的運動のことを指す。 心理学、神秘主義、オカルトの実践、言語学などを複合的に取り入れ、表現と意味の伝統的な関係に疑問を投げかけたのが特徴で、シュルレアリスムなどの後発運動にも影響を与えた。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","デジタル大辞泉",6057,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021426","Art Deco","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the style predominently of architecture and the decorative arts, widely disseminated in Europe and the United States in the 1920s and 1930s, which became popular after the Exposition Internationale des Arts Décoratifs et Modernes in Paris in 1925. The style is characterized by a synthesis of industrial and fine arts materials used to create a wide variety of both man-made and mass-produced objects, often with an emphasis on rectilinear motifs, vibrant colors, and elegant, abstracted, simplified forms.","アール・デコ","1925年にパリで開催された現代産業装飾芸術国際博覧会をきっかけに人気となった、1920年代から1930年代にかけて欧米で広く普及した建築や装飾芸術を中心とした様式を指す。この様式は、工業用材料と美術のための材料を組み合わせて、人工物や大量生産されたさまざまな物を作ることを特徴とし、しばしば直線的なモチーフ、鮮やかな色彩、優雅で抽象化・単純化された形態を強調した。","プログレッシブ英和中辞典","小学館　ランダムハウス英和大辞典","デジタル大辞泉",6059,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021430","Art Nouveau","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers generally to the style of painting, architecture, decorative arts, and applied arts that flourished in Europe and the United States from about 1890 to 1910. The style is characterized by an emphasis on fluid, undulating, or serpentine lines or contours based on organic forms and the use of modern materials such as iron and glass. The style developed as regional variations under various names.","アール・ヌーヴォー","およそ1890年から1910年にかけて欧米で隆盛を極めた絵画、建築、装飾芸術、応用芸術の様式を総称して言う。有機的な形態に基づく流動的な、うねりのある、あるいは蛇行した線や輪郭が強調され、鉄やガラスなどの近代的な素材が使用されていることが特徴である。地域ごとにさまざまな名称で展開された。","日本大百科全書(ニッポニカ)","artscape","デジタル版　集英社世界文学大事典",6060,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021434","Biedermeier","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Satirical name used to describe a style of Central European arts prevalent from the 1820s to the 1850s, that became associated with the taste of the middle class. The style is characterized by simple, unpretentious forms, and sentimentalized representations of man and nature.","ビーダーマイヤー","1820年代から1850年代にかけて流行した中欧の芸術様式の風刺的な名称。中流階級の趣味に結びついていた。シンプルで飾り気のない造形と、人間や自然の感傷的な表現を特徴としている。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","世界大百科事典",6061,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300111540","fin de siÃ¨cle","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers broadly to the arts of the last two decades of the 19th century. The period is characterized by its artistic and literary spirit of jaded sophistication and self-conscious aestheticism.","世紀末（美術）","19世紀最後の20年間の芸術を広く指す。道楽的な洗練と自意識中心の耽美主義に影響された芸術的、文学的精神を、この時代は特徴としている。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","世界大百科事典",6064,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021474","Modernist","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the succession of 20th-century avant-garde art and architectural movements formed in a reaction to social modernity. Modernism was eclipsed by the Post-Modernism movement, which began in the 1970s.","モダニスト","社会的近代化を受けて形成された20世紀の前衛的な芸術・建築運動の連続を指す。モダニズムは、1970年代から始まったポストモダニズム運動によって駆逐された。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","デジタル大辞泉",6067,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300265658","Nazarene (style)","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Specifically refers to the work of the ""Lukasbrüder,"" a group founded in Vienna in 1809 by Friedrich Overbeck, later derisively called ""Nazarenes."" The style is anti-academic and emulates techniques of the late Medieval and early Renaissance period, particularly Dürer and Perugino, and places an emphasis on Christian values and morality in art over technical virtuosity.","ナザレ派","1809年にフリードリヒ・オーファーベックによってウィーンで結成された、後に「ナザレ派」と揶揄されることになる「聖ルカ兄弟団」というグループの作品を指す。反アカデミックなスタイルで、中世末期からルネサンス初期にかけての技法、特にデューラーやペルジーノを模倣し、技術的な妙技よりも芸術におけるキリスト教的価値や道徳を重視する。","佐藤直樹「ナザレ派の見たウィーンーベルヴェデーレ宮殿の帝室コレクションと美術史美術館の誕生 」『ウィーン－総合芸術に宿る夢』池田祐子監修、竹林舎 、2016年、98-126頁","日本大百科全書(ニッポニカ)","世界大百科事典",6068,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021477","Neoclassical","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the style of European and American architecture and fine and decorative arts between the mid-18th century and the mid-19th century inspired by archaeological discoveries in the Mediterranean and Near East and characterized by the imitation of Greek and Roman forms and motifs.  Also considered a reaction to Rococo opulence, Neoclassical works are often linear, symmetrical, and even severe.","新古典主義的な","18世紀半ばから19世紀半ばにかけて、地中海や近東の考古学的発見から着想を得て、ギリシャ・ローマの形態やモチーフを模倣することを特徴としたヨーロッパ、アメリカの建築、美術、装飾芸術の様式を指す。  ロココの豪華さへの反動とも考えられ、新古典主義の作品には直線的、対称的で厳格な作品が多い。","SPED理工学英和辞典","プログレッシブ英和中辞典","小学館　ランダムハウス英和大辞典",6069,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021476","Neo-Romantic","<modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the British style affecting art, literature, theater, and film and dating between the 1930s and the 1950s.  Influenced by Surrealism, the style is characterized by its emotion and theatricality and works depicting the vulnerability of the human body and personal, visionary landscapes.","新ロマン主義的な","1930年代から1950年代にかけて、美術、文学、演劇、映画などに関わったイギリスの様式を指す。  シュルレアリスムの影響を受け、人体の脆弱性を描いた作品や、個人的で幻想的な風景を描いた作品など、情緒的で演劇的な作風が特徴。","小学館　ランダムハウス英和大辞典","プログレッシブ和英中辞典","デジタル大辞泉",6070,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021300","Fauve","<modern French fine arts styles and movements>, <modern French styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to a style in painting identified with a group of young French artists dating from around 1898 to 1906 and characterized by bold bright colors, surface texture, and spontaneous or unfinished looking compositions.","野獣派, フォーヴ","およそ1898年から1906年にかけてのフランスの若手画家のグループに見られる絵画スタイルを指す。大胆で明るい色彩、表面的なテクスチャー、自然に発せられたような、または未完成に見えるような構図を特徴とする。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","SPED理工学英和辞典",6079,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021505","Neo-Impressionist","<modern French fine arts styles and movements>, <modern French styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to an avant-garde, European art movement and style that flourished from 1886 to 1906; term was coined by the art critic Félix Fénéon in a review, ‘Les Impressionistes’ (in La Vogue; Paris, 1886). Is identified particularly with a group of French artists including those exhibiting in the eighth and last Impressionist exhibition (1886); Camille Pissarro, Lucien Pissaro, Paul Signac, and Georges Seurat exhibited their work in one room, asserting a shared vision. Other artists who practiced the style were Charles Angrand, Louis Hayet, Henri Edmond Cross, Léo Gausson, Hippolyte Petitjean, Albert Dubois, and Maximilien Luce. Neo-Impressionism both developed out of Impressionism and was a reaction against it. Like Impressionism, Neo-Impressionism was concerned with light and color but while the former was typically spontaneous and empirical, the later was based more on scientific principles and resulted in formalized compositions. While relatively short-lived, the movement had a large impact on other artists and movements of the late 19th and early 20th centuries.","新印象派","美術批評家のフェリックス・フェネオンが「印象派」（『ラ・ヴォーグ』1886年、パリ）の批評で述べた造語で、1886年から1906年まで栄えたヨーロッパの前衛芸術運動・様式を指す。特に、第8回にして最後の印象派展（1886年）で展示を行った者を含む、フランス人画家のグループのことを指す。その展覧会では、カミーユ・ピサロ、リュシアン・ピサロ、ポール・シニャック、ジョルジュ・スーラが一室に作品を展示し、共通のビジョンを主張した。このほか、その様式を実践した者として、シャルル・アングラン、ルイ・ハイエ、アンリ・エドモン・クロス、レオ・ゴーソン、イポリット・プティジャン、アルベール・デュボア、マクシミリアン・ルースらがいる。新印象派は、印象派から発展したものであると同時に、印象派に対する反動でもあった。印象派と同じく、新印象派は光と色彩を重視したが、前者が基本的には自然発生的で経験的であるのに対し、後者はより科学的原理に基づき、形式化された構図を生み出した。比較的短命であったが、19世紀末から20世紀初頭の他の芸術家や運動に大きな影響を与えた。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","SPED理工学英和辞典",6082,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021341","Entartete Kunst","<modern German fine arts styles and movements>, <modern German styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers collectively to the styles respresented in an exhibition held in Munich in 1937 that were condemned by the National Socialist Party as morally and socially depraved.","退廃芸術","1937年にミュンヘンで開催された展覧会で示された、国家社会主義党によって道徳的・社会的に堕落していると断罪された様式を総称して言う。","デジタル大辞泉","世界大百科事典","日本国語大辞典",6103,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300056541","Neue Sachlichkeit","<modern German fine arts styles and movements>, <modern German styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the satirical movement that developed in German painting in the early 1920s and continued until the rise of National Socialism in the 1930s. Reacting to the violence of World War I, the style is characterized by a rejection of Expressionism and an emphasis on close observation of objects; social criticism; cold, static, figures; and sometimes naive styles.","新即物主義","1920年代初頭にドイツ絵画で展開され、1930年代に国家社会主義が台頭するまで続いた風刺的な運動を指す。第一次世界大戦の暴力に反発し、表現主義を否定し、対象の綿密な観察、社会批判、冷たく静的な人物像、時には素朴なスタイルに重点を置くのが特徴。","小学館　ランダムハウス英和大辞典","日本大百科全書(ニッポニカ)","デジタル版　集英社世界文学大事典",6106,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021432","Bauhaus","<modern German styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the German School of art, design, and architecture active in Weimar from 1919 to 1925, in Dessau from 1925 to 1932, and in Berlin from 1932 to 1933. Training students in both fine art and craftsmanship, it produced objects and building designs intended for mass production using simple, geometric forms.","バウハウス","1919年から1925年までヴァイマール、1925年から1932年までデッサウ、1932年から1933年までベルリンで活動した美術、デザイン、建築に関わるドイツの流派を指す。美術と工芸の両分野で学生を育成し、単純で幾何学的な形態を用いた大量生産を目的としたオブジェや建築デザインを制作した。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6107,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021313","Jugendstil (German, Austrian Art Nouveau)","<modern German styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the German and Austrian variation of Art Nouveau, named after the magazine ""Jugend"" that had been published in Munich since 1896. The style differs from Belgian and French Art Nouveau by a more restrained use of decoration. Jugendstil replaced the exuberance and naturalism of other Art Nouveau styles with a comparatively subdued aesthetic that was often almost unrecognizably, or not at all derived from nature.","ユーゲントシュティール","1896年からミュンヘンで発行されていた雑誌『ユーゲント』にちなんで名付けられた、アール・ヌーヴォーのドイツとオーストリアのバリエーションを指す。ベルギーやフランスのアール・ヌーヴォーとは異なり、より装飾を抑えた様式である。ユーゲントシュティールは、他のアール・ヌーヴォー様式の豊富な装飾や自然主義に代わって、比較的控えめな美学を持ち、しばしばほとんど自然に由来しない、あるいはまったく由来しないものであった。","artscape","世界大百科事典","デジタル大辞泉",6108,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300122766","Verismo (modern Italian style)","<modern Italian fine arts styles and movements>, <modern Italian styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Use with reference to certain Italian sculpture of the mid-19th century.","ヴェリズモ","19世紀半ばの特定のイタリア彫刻を指す。","小学館　ランダムハウス英和大辞典","デジタル版　集英社世界文学大事典","プログレッシブ英和中辞典",6125,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300021374","Futurist","<modern Italian styles and movements>, <modern European regional styles and movements>, <modern European styles and movements>, European, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Refers to the literary and artistic movement centered in Italy that emphasized speed, dynamism, energy and a rejection of the past, which began with the writings of Filippo Tommaso Marinetti in 1909. Futurism also developed in Russia, with more revolutionary and political connotations. In painting, the style is charactersized by a reliance on divisionist techniques until 1912, when it adopted the simultaneous views and distorted planes of Cubism. Futurist ideas in architecture are represented by drawings and city plans of utopian societies.","未来派","1909年にフィリッポ・トンマーゾ・マリネッティの著作から始まった、スピード、躍動感、エネルギー、過去の否定を強調するイタリアを中心とした文学・芸術運動を指す。未来派はロシアでも発展したが、そこではより革命的、政治的な意味合いを持っていた。絵画では、1912年にキュビズムの同時に存在する複数の視点や歪んだ平面を取り入れるまでは、分割主義的な技法に依存した様式が特徴的であった。建築では、ユートピア社会の図面や都市計画に、未来派の思想が見られる。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","ビジネス技術実用英語大辞典V6",6126,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300379047","Hudson River School","<modern North American fine arts styles and movements>, modern North American, modern American, Americas, The, <styles, periods, and cultures by region>, Styles and Periods (hierarchy name), Styles and Periods Facet","Loosely organized movement and group of landscapists, active mainly between 1825-1870, who became known for painting romanticized depictions of the American wilderness. The group was based in New York City and painted in numerous locations, though it was their works that featured the landscape of the Catskill region north of the city which gave them their name. Notable members of the school were painters Thomas Cole, Sanford Gifford, Albert Bierstadt, Worthington Whittredge, and Thomas Moran. ","ハドソン・リバー派"," 主に1825年から1870年にかけて活動し、アメリカの原野をロマン主義的に描いたことで知られるようになった風景画家たちによる、緩やかに組織化された運動やグループのことを言う。ニューヨーク市を拠点とし、多くの場所で絵を描いたが、その名前の由来となったのは、市の北部に位置するキャッツキル地方の風景を取り上げた作品である。トーマス・コール、サンフォード・ギフォード、アルバート・ビアシュタット、ワージントン・ウィットレッジ、トーマス・モランなどが本流派に所属していた著名な画家である。","小学館　ランダムハウス英和大辞典","日本大百科全書(ニッポニカ)","世界大百科事典",6156,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410290","January","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The first month of the year in the Julian and Gregorian calendars, containing 31 days and falling before February. It was named after Janus, the Roman god of all beginnings. January replaced March as the first month of the Roman year no later than 153 BCE.","1月","ユリウス暦とグレゴリオ暦における1年の最初の月で、31日からなり、2月の前にあたる。ローマ神話ですべての始まりを司る神ヤヌスにちなんで名づけられた。紀元前153年に、3月に代わって1月がローマ暦の最初の月となった。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6211,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410291","February","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The second month of the year in the Julian and Gregorian calendars, containing 28 days (or 29 in a leap year) and falling between January and March. It was named after Februalia, the Roman festival of purification. Originally, February was the last month of the Roman calendar.","2月","ユリウス暦とグレゴリオ暦における2番目の月で、28日（閏年では29日）からなり、1月と3月の間にあたる。ローマ時代の浄化の祭典であるフェブルアーリアにちなんで名づけられた。元々、2月はローマ暦の最後の月であった。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6212,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410292","March (month)","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The third month of the year in the Julian and Gregorian calendars, containing 31 days and falling between February and April. It was named after Mars, the Roman god of war. Originally, March was the first month of the Roman calendar.","3月","ユリウス暦とグレゴリオ暦における3番目の月であり、31日からなり、2月から4月の間にあたる。ローマ神話の軍神マルスにちなんで名づけられた。元々、3月はローマ暦の最初の月であった。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6213,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410293","April","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The fourth month of the year in the Julian and Gregorian calendars, containing 30 days and falling between March and May. Its name probably derives from the Latin aperire (“to open”), a possible reference to plant buds opening at this time of year in Rome.","4月","ユリウス暦とグレゴリオ暦における4番目の月で、30日からなり、3月と5月の間にあたる。この名前はおそらくラテン語のaperire（「開く」）に由来し、ローマでこの時期に植物の芽が開くことにちなんでいると思われる。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6214,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410294","May","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The fifth month of the year in the Julian and Gregorian calendar, containing 31 days and falling between April and June. It was named after Maia, a Roman fertility goddess.","5月","ユリウス暦とグレゴリオ暦における5番目の月で、31日からなり、4月から6月の間にあたる。ローマ神話の豊穣の女神マイアにちなんで名づけられた。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6215,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410295","June","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The sixth month of the year in the Julian and Gregorian calendars, containing 30 days and falling between May and July. It was named after Juno, the Roman goddess of childbirth and fertility.","6月","ユリウス暦とグレゴリオ暦における6番目の月で、30日からなり、5月から7月の間にあたる。ローマ神話の出産と豊穣の女神ユノにちなんで名づけられた。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6216,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410296","July","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The seventh month of the year in the Julian and Gregorian calendars, containing 31 days and falling between June and August. It was named after Julius Caesar in 44 bce. Its original name was Quintilis, Latin for the “fifth month,” indicating its position in the early Roman calendar.","7月","ユリウス暦とグレゴリオ暦における7番目の月で、31日からなり、6月から8月の間にあたる。紀元前44年にユリウス・カエサルにちなんで命名された。原名はクインティリスで、ラテン語で「5番目の月」を意味し、初期ローマ暦における位置を表している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6217,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410297","August","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The eighth month of the year in the Julian and Gregorian calendars, containing 31 days and falling between July and September. It was named for the first Roman emperor, Augustus Caesar, in 8 bce. Its original name was Sextilus, Latin for “sixth month,” indicating its position in the early Roman calendar.","8月","ユリウス暦とグレゴリオ暦の8番目の月で、31日からなり、7月と9月の間にあたる。紀元前8年にローマ帝国の初代皇帝アウグストゥスにちなんで名づけられた。原名はセクスティリスで、ラテン語で「6番目の月」を意味し、初期ローマ暦における位置を表している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6218,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410298","September","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The ninth month of the year in the Julian and Gregorian calendars, containing 30 days and falling between August and October. Its name is derived from septem, Latin for “seven,” an indication of its position in the early Roman calendar.","9月","ユリウス暦とグレゴリオ暦の9番目の月で、30日からなり、8月と10月の間にあたる。ラテン語で「7」を意味するセプテムに由来し、初期ローマ暦における位置を表している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6219,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410299","October","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The tenth month of the year in the Julian and Gregorian calendar, containing 31 days and falling between September and November. Its name is derived from octo, Latin for “eight,” an indication of its position in the early Roman calendar.","10月","ユリウス暦とグレゴリオ暦の10番目の月で、31日からなり、9月と11月の間にあたる。ラテン語で「8」を意味するオクトに由来し、初期ローマ暦における位置を表している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6220,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410300","November","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The eleventh month of the year in the Julian and Gregorian calendars, containing 30 days and falling between October and December. Its name is derived from novem, Latin for “nine,” an indication of its position in the early Roman calendar.","11月","ユリウス暦とグレゴリオ暦における11番目の月で、30日からなり、10月から12月の間にあたる。ラテン語で「9」を意味するノウェムに由来し、初期ローマ暦における位置を表している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6221,,,,,,,,,,,,,,,,
"http://vocab.getty.edu/aat/300410301","December","<months for Gregorian and Julian calendars>, months, size/dimension units for duration, <size/dimensions by unit>, size/dimensions, form attributes, <attributes and properties by specific type>, Attributes and Properties (hierarchy name), Physical Attributes Facet","The twelfth and final month of the year in the Julian and Gregorian calendars, containing 31 days and falling after November. Its name is derived from decem, Latin for “ten,” indicating its position in the early Roman calendar.","12月","ユリウス暦とグレゴリオ暦における1年のうち最後の12番目の月で、31日からなり、11月の後にあたる。ラテン語で「10」を意味するディセムに由来し、初期ローマ暦における位置を示している。","小学館　ランダムハウス英和大辞典","プログレッシブ英和中辞典","日本大百科全書(ニッポニカ)",6222,,,,,,,,,,,,,,,,
